v_c,E_bind_tag,tau_ps,E0_eV,n,weight,mean_KE_eV
6.0,eb1168,6.4,0.335,12,0.0262,0.0481
6.0,eb1168,6.4,0.335,13,0.0248,0.0385
6.0,eb1168,6.4,0.335,14,0.0203,0.0324
6.0,eb1168,6.4,0.335,15,0.0127,0.0285
6.0,eb1168,6.4,0.335,16,0.0027,0.0361
6.0,eb1168,6.4,0.34,0,0.1889,0.5232
6.0,eb1168,6.4,0.34,1,0.1891,0.3475
6.0,eb1168,6.4,0.34,2,0.1152,0.238
6.0,eb1168,6.4,0.34,3,0.0847,0.1856
6.0,eb1168,6.4,0.34,4,0.0582,0.1558
6.0,eb1168,6.4,0.34,5,0.0528,0.1361
6.0,eb1168,6.4,0.34,6,0.0448,0.1181
6.0,eb1168,6.4,0.34,7,0.0451,0.104
6.0,eb1168,6.4,0.34,8,0.0399,0.0927
6.0,eb1168,6.4,0.34,9,0.0362,0.0787
6.0,eb1168,6.4,0.34,10,0.032,0.0688
6.0,eb1168,6.4,0.34,11,0.0299,0.0579
6.0,eb1168,6.4,0.34,12,0.0262,0.0464
6.0,eb1168,6.4,0.34,13,0.0237,0.0377
6.0,eb1168,6.4,0.34,14,0.02,0.0314
6.0,eb1168,6.4,0.34,15,0.0111,0.0291
6.0,eb1168,6.4,0.34,16,0.0021,0.0361
6.0,eb1168,6.4,0.345,0,0.2169,0.5078
6.0,eb1168,6.4,0.345,1,0.1856,0.3256
6.0,eb1168,6.4,0.345,2,0.1096,0.2243
6.0,eb1168,6.4,0.345,3,0.0812,0.1767
6.0,eb1168,6.4,0.345,4,0.056,0.1497
6.0,eb1168,6.4,0.345,5,0.0505,0.1306
6.0,eb1168,6.4,0.345,6,0.0434,0.1145
6.0,eb1168,6.4,0.345,7,0.0432,0.1011
6.0,eb1168,6.4,0.345,8,0.039,0.0901
6.0,eb1168,6.4,0.345,9,0.0352,0.0765
6.0,eb1168,6.4,0.345,10,0.0311,0.0663
6.0,eb1168,6.4,0.345,11,0.0285,0.0565
6.0,eb1168,6.4,0.345,12,0.0261,0.0454
6.0,eb1168,6.4,0.345,13,0.0227,0.0366
6.0,eb1168,6.4,0.345,14,0.0193,0.031
6.0,eb1168,6.4,0.345,15,0.01,0.0285
6.0,eb1168,6.4,0.345,16,0.0019,0.0386
6.0,eb1168,6.4,0.35,0,0.2443,0.4935
6.0,eb1168,6.4,0.35,1,0.1814,0.3049
6.0,eb1168,6.4,0.35,2,0.1032,0.2124
6.0,eb1168,6.4,0.35,3,0.0788,0.1691
6.0,eb1168,6.4,0.35,4,0.0534,0.1439
6.0,eb1168,6.4,0.35,5,0.048,0.1264
6.0,eb1168,6.4,0.35,6,0.0425,0.1109
6.0,eb1168,6.4,0.35,7,0.0431,0.0986
6.0,eb1168,6.4,0.35,8,0.0371,0.0865
6.0,eb1168,6.4,0.35,9,0.0337,0.0749
6.0,eb1168,6.4,0.35,10,0.0308,0.0645
6.0,eb1168,6.4,0.35,11,0.0275,0.0543
6.0,eb1168,6.4,0.35,12,0.025,0.0436
6.0,eb1168,6.4,0.35,13,0.0221,0.0361
6.0,eb1168,6.4,0.35,14,0.0185,0.0303
6.0,eb1168,6.4,0.35,15,0.009,0.0293
6.0,eb1168,6.4,0.35,16,0.0016,0.0404
6.0,eb1168,6.8,0.305,0,0.0487,0.6317
6.0,eb1168,6.8,0.305,1,0.19,0.4762
6.0,eb1168,6.8,0.305,2,0.1465,0.3332
6.0,eb1168,6.8,0.305,3,0.1131,0.2409
6.0,eb1168,6.8,0.305,4,0.0731,0.1911
6.0,eb1168,6.8,0.305,5,0.0666,0.1614
6.0,eb1168,6.8,0.305,6,0.0591,0.1371
6.0,eb1168,6.8,0.305,7,0.0494,0.1174
6.0,eb1168,6.8,0.305,8,0.0489,0.102
6.0,eb1168,6.8,0.305,9,0.0428,0.0871
6.0,eb1168,6.8,0.305,10,0.0359,0.074
6.0,eb1168,6.8,0.305,11,0.0349,0.0619
6.0,eb1168,6.8,0.305,12,0.0287,0.0493
6.0,eb1168,6.8,0.305,13,0.0263,0.0386
6.0,eb1168,6.8,0.305,14,0.0216,0.0321
6.0,eb1168,6.8,0.305,15,0.0121,0.0289
6.0,eb1168,6.8,0.305,16,0.002,0.0376
6.0,eb1168,6.8,0.31,0,0.0718,0.6059
6.0,eb1168,6.8,0.31,1,0.201,0.4477
6.0,eb1168,6.8,0.31,2,0.1417,0.3063
6.0,eb1168,6.8,0.31,3,0.1054,0.2248
6.0,eb1168,6.8,0.31,4,0.0707,0.1804
6.0,eb1168,6.8,0.31,5,0.063,0.1535
6.0,eb1168,6.8,0.31,6,0.055,0.1314
6.0,eb1168,6.8,0.31,7,0.0487,0.1129
6.0,eb1168,6.8,0.31,8,0.0468,0.0987
6.0,eb1168,6.8,0.31,9,0.0411,0.0835
6.0,eb1168,6.8,0.31,10,0.0351,0.0719
6.0,eb1168,6.8,0.31,11,0.0331,0.0594
6.0,eb1168,6.8,0.31,12,0.028,0.0476
6.0,eb1168,6.8,0.31,13,0.0254,0.0378
6.0,eb1168,6.8,0.31,14,0.0205,0.0308
6.0,eb1168,6.8,0.31,15,0.0107,0.0295
6.0,eb1168,6.8,0.31,16,0.0016,0.0392
6.0,eb1168,6.8,0.315,0,0.0975,0.5837
6.0,eb1168,6.8,0.315,1,0.2056,0.4212
6.0,eb1168,6.8,0.315,2,0.1367,0.284
6.0,eb1168,6.8,0.315,3,0.0996,0.2112
6.0,eb1168,6.8,0.315,4,0.0683,0.1714
6.0,eb1168,6.8,0.315,5,0.0597,0.1465
6.0,eb1168,6.8,0.315,6,0.0525,0.1261
6.0,eb1168,6.8,0.315,7,0.048,0.1087
6.0,eb1168,6.8,0.315,8,0.0452,0.0956
6.0,eb1168,6.8,0.315,9,0.0385,0.0805
6.0,eb1168,6.8,0.315,10,0.0346,0.0693
6.0,eb1168,6.8,0.315,11,0.0316,0.0577
6.0,eb1168,6.8,0.315,12,0.0276,0.0462
6.0,eb1168,6.8,0.315,13,0.0242,0.0366
6.0,eb1168,6.8,0.315,14,0.0199,0.0302
6.0,eb1168,6.8,0.315,15,0.0093,0.0291
6.0,eb1168,6.8,0.315,16,0.0013,0.0457
6.0,eb1168,6.8,0.32,0,0.1261,0.5623
6.0,eb1168,6.8,0.32,1,0.2067,0.3947
6.0,eb1168,6.8,0.32,2,0.1313,0.2637
6.0,eb1168,6.8,0.32,3,0.0944,0.1987
6.0,eb1168,6.8,0.32,4,0.0654,0.1632
6.0,eb1168,6.8,0.32,5,0.0574,0.1401
6.0,eb1168,6.8,0.32,6,0.049,0.1206
6.0,eb1168,6.8,0.32,7,0.048,0.1048
6.0,eb1168,6.8,0.32,8,0.0422,0.0925
6.0,eb1168,6.8,0.32,9,0.0374,0.0778
6.0,eb1168,6.8,0.32,10,0.0338,0.067
6.0,eb1168,6.8,0.32,11,0.03,0.056
6.0,eb1168,6.8,0.32,12,0.027,0.044
6.0,eb1168,6.8,0.32,13,0.0235,0.0362
6.0,eb1168,6.8,0.32,14,0.0186,0.0292
6.0,eb1168,6.8,0.32,15,0.0083,0.03
6.0,eb1168,6.8,0.32,16,0.0009,0.0519
6.0,eb1168,6.8,0.325,0,0.1575,0.5417
6.0,eb1168,6.8,0.325,1,0.204,0.3683
6.0,eb1168,6.8,0.325,2,0.1239,0.246
6.0,eb1168,6.8,0.325,3,0.0916,0.1881
6.0,eb1168,6.8,0.325,4,0.0618,0.1556
6.0,eb1168,6.8,0.325,5,0.0555,0.1341
6.0,eb1168,6.8,0.325,6,0.0465,0.1158
6.0,eb1168,6.8,0.325,7,0.0461,0.1017
6.0,eb1168,6.8,0.325,8,0.0411,0.0892
6.0,eb1168,6.8,0.325,9,0.0367,0.0756
6.0,eb1168,6.8,0.325,10,0.0326,0.0644
6.0,eb1168,6.8,0.325,11,0.0286,0.0536
6.0,eb1168,6.8,0.325,12,0.0262,0.0427
6.0,eb1168,6.8,0.325,13,0.0225,0.0349
6.0,eb1168,6.8,0.325,14,0.0174,0.0291
6.0,eb1168,6.8,0.325,15,0.0073,0.0307
6.0,eb1168,6.8,0.325,16,0.0008,0.0493
6.0,eb1168,6.8,0.33,0,0.188,0.5237
6.0,eb1168,6.8,0.33,1,0.2003,0.3437
6.0,eb1168,6.8,0.33,2,0.1187,0.2304
6.0,eb1168,6.8,0.33,3,0.087,0.1779
6.0,eb1168,6.8,0.33,4,0.0592,0.1488
6.0,eb1168,6.8,0.33,5,0.052,0.1286
6.0,eb1168,6.8,0.33,6,0.0454,0.1122
6.0,eb1168,6.8,0.33,7,0.0456,0.0984
6.0,eb1168,6.8,0.33,8,0.0393,0.0851
6.0,eb1168,6.8,0.33,9,0.0348,0.0738
6.0,eb1168,6.8,0.33,10,0.0319,0.0624
6.0,eb1168,6.8,0.33,11,0.0275,0.0519
6.0,eb1168,6.8,0.33,12,0.0252,0.0411
6.0,eb1168,6.8,0.33,13,0.022,0.0347
6.0,eb1168,6.8,0.33,14,0.0165,0.0277
6.0,eb1168,6.8,0.33,15,0.0062,0.0328
6.0,eb154,4.8,0.4,0,0.1915,0.5075
6.0,eb154,4.8,0.4,1,0.1543,0.3533
6.0,eb154,4.8,0.4,2,0.1024,0.2638
6.0,eb154,4.8,0.4,3,0.0798,0.2161
6.0,eb154,4.8,0.4,4,0.0568,0.1853
6.0,eb154,4.8,0.4,5,0.0531,0.1632
6.0,eb154,4.8,0.4,6,0.0498,0.1457
6.0,eb154,4.8,0.4,7,0.0461,0.1292
6.0,eb154,4.8,0.4,8,0.0409,0.1128
6.0,eb154,4.8,0.4,9,0.0405,0.1006
6.0,eb154,4.8,0.4,10,0.0395,0.0885
6.0,eb154,4.8,0.4,11,0.0355,0.0756
6.0,eb154,4.8,0.4,12,0.0323,0.0634
6.0,eb154,4.8,0.4,13,0.0295,0.0531
6.0,eb154,4.8,0.4,14,0.026,0.0431
6.0,eb154,4.8,0.4,15,0.0169,0.0349
6.0,eb154,4.8,0.4,16,0.0047,0.0446
6.0,eb154,4.8,0.405,0,0.2098,0.4977
6.0,eb154,4.8,0.405,1,0.1529,0.3391
6.0,eb154,4.8,0.405,2,0.0999,0.2536
6.0,eb154,4.8,0.405,3,0.0778,0.2087
6.0,eb154,4.8,0.405,4,0.0546,0.1794
6.0,eb154,4.8,0.405,5,0.0528,0.1586
6.0,eb154,4.8,0.405,6,0.0483,0.1419
6.0,eb154,4.8,0.405,7,0.0456,0.1256
6.0,eb154,4.8,0.405,8,0.0392,0.1104
6.0,eb154,4.8,0.405,9,0.0401,0.0979
6.0,eb154,4.8,0.405,10,0.0382,0.0873
6.0,eb154,4.8,0.405,11,0.0351,0.0733
6.0,eb154,4.8,0.405,12,0.0314,0.0627
6.0,eb154,4.8,0.405,13,0.0288,0.0518
6.0,eb154,4.8,0.405,14,0.0254,0.0413
6.0,eb154,4.8,0.405,15,0.0156,0.0352
6.0,eb154,4.8,0.405,16,0.0041,0.0475
6.0,eb154,4.8,0.41,0,0.2287,0.488
6.0,eb154,4.8,0.41,1,0.1502,0.3254
6.0,eb154,4.8,0.41,2,0.0983,0.2439
6.0,eb154,4.8,0.41,3,0.0761,0.2013
6.0,eb154,4.8,0.41,4,0.0519,0.1737
6.0,eb154,4.8,0.41,5,0.0519,0.1548
6.0,eb154,4.8,0.41,6,0.0471,0.1378
6.0,eb154,4.8,0.41,7,0.0442,0.1225
6.0,eb154,4.8,0.41,8,0.0389,0.1083
6.0,eb154,4.8,0.41,9,0.0397,0.0952
6.0,eb154,4.8,0.41,10,0.0369,0.0857
6.0,eb154,4.8,0.41,11,0.0346,0.0712
6.0,eb154,4.8,0.41,12,0.03,0.062
6.0,eb154,4.8,0.41,13,0.0284,0.0504
6.0,eb154,4.8,0.41,14,0.0246,0.0401
6.0,eb154,4.8,0.41,15,0.0148,0.0355
6.0,eb154,4.8,0.41,16,0.0035,0.0502
6.0,eb154,4.8,0.415,0,0.2468,0.479
6.0,eb154,4.8,0.415,1,0.1487,0.3119
6.0,eb154,4.8,0.415,2,0.0956,0.2347
6.0,eb154,4.8,0.415,3,0.0727,0.1948
6.0,eb154,4.8,0.415,4,0.0529,0.1688
6.0,eb154,4.8,0.415,5,0.0497,0.1501
6.0,eb154,4.8,0.415,6,0.0453,0.1343
6.0,eb154,4.8,0.415,7,0.0427,0.1198
6.0,eb154,4.8,0.415,8,0.0383,0.1055
6.0,eb154,4.8,0.415,9,0.0398,0.0937
6.0,eb154,4.8,0.415,10,0.0361,0.0837
6.0,eb154,4.8,0.415,11,0.0328,0.0694
6.0,eb154,4.8,0.415,12,0.0302,0.0615
6.0,eb154,4.8,0.415,13,0.0279,0.049
6.0,eb154,4.8,0.415,14,0.0232,0.0386
6.0,eb154,4.8,0.415,15,0.014,0.0362
6.0,eb154,4.8,0.415,16,0.003,0.0505
6.0,eb154,4.8,0.42,0,0.2654,0.4701
6.0,eb154,4.8,0.42,1,0.1454,0.299
6.0,eb154,4.8,0.42,2,0.0929,0.2266
6.0,eb154,4.8,0.42,3,0.071,0.1887
6.0,eb154,4.8,0.42,4,0.0521,0.1637
6.0,eb154,4.8,0.42,5,0.0483,0.1467
6.0,eb154,4.8,0.42,6,0.0443,0.1308
6.0,eb154,4.8,0.42,7,0.0414,0.1168
6.0,eb154,4.8,0.42,8,0.0377,0.1032
6.0,eb154,4.8,0.42,9,0.0383,0.0918
6.0,eb154,4.8,0.42,10,0.0359,0.0818
6.0,eb154,4.8,0.42,11,0.0322,0.068
6.0,eb154,4.8,0.42,12,0.0289,0.0604
6.0,eb154,4.8,0.42,13,0.028,0.0482
6.0,eb154,4.8,0.42,14,0.0225,0.0376
6.0,eb154,4.8,0.42,15,0.0126,0.0365
6.0,eb154,4.8,0.42,16,0.0027,0.052
6.0,eb154,5.2,0.365,0,0.1253,0.5471
6.0,eb154,5.2,0.365,1,0.1705,0.4015
6.0,eb154,5.2,0.365,2,0.1144,0.2959
6.0,eb154,5.2,0.365,3,0.0938,0.2334
6.0,eb154,5.2,0.365,4,0.0637,0.1959
6.0,eb154,5.2,0.365,5,0.0604,0.1696
6.0,eb154,5.2,0.365,6,0.0545,0.1489
6.0,eb154,5.2,0.365,7,0.0506,0.1304
6.0,eb154,5.2,0.365,8,0.0443,0.1123
6.0,eb154,5.2,0.365,9,0.0435,0.0987
6.0,eb154,5.2,0.365,10,0.0413,0.087
6.0,eb154,5.2,0.365,11,0.037,0.071
6.0,eb154,5.2,0.365,12,0.0326,0.0615
6.0,eb154,5.2,0.365,13,0.0299,0.0486
6.0,eb154,5.2,0.365,14,0.0239,0.0374
6.0,eb154,5.2,0.365,15,0.0122,0.0379
6.0,eb154,5.2,0.365,16,0.0019,0.052
6.0,eb154,5.2,0.37,0,0.1468,0.5332
6.0,eb154,5.2,0.37,1,0.1694,0.3838
6.0,eb154,5.2,0.37,2,0.1134,0.2812
6.0,eb154,5.2,0.37,3,0.0892,0.2235
6.0,eb154,5.2,0.37,4,0.0627,0.1886
6.0,eb154,5.2,0.37,5,0.0579,0.1638
6.0,eb154,5.2,0.37,6,0.0536,0.1441
6.0,eb154,5.2,0.37,7,0.0495,0.1262
6.0,eb154,5.2,0.37,8,0.0421,0.1095
6.0,eb154,5.2,0.37,9,0.0435,0.0958
6.0,eb154,5.2,0.37,10,0.0397,0.0846
6.0,eb154,5.2,0.37,11,0.0359,0.0692
6.0,eb154,5.2,0.37,12,0.0311,0.06
6.0,eb154,5.2,0.37,13,0.0298,0.0478
6.0,eb154,5.2,0.37,14,0.0229,0.0367
6.0,eb154,5.2,0.37,15,0.0108,0.0375
6.0,eb154,5.2,0.37,16,0.0015,0.0568
6.0,eb154,5.2,0.375,0,0.1695,0.5197
6.0,eb154,5.2,0.375,1,0.1676,0.3659
6.0,eb154,5.2,0.375,2,0.1114,0.2669
6.0,eb154,5.2,0.375,3,0.0863,0.2142
6.0,eb154,5.2,0.375,4,0.0593,0.1811
6.0,eb154,5.2,0.375,5,0.057,0.1585
6.0,eb154,5.2,0.375,6,0.0511,0.1395
6.0,eb154,5.2,0.375,7,0.0477,0.1226
6.0,eb154,5.2,0.375,8,0.0417,0.1068
6.0,eb154,5.2,0.375,9,0.0426,0.0934
6.0,eb154,5.2,0.375,10,0.0387,0.0825
6.0,eb154,5.2,0.375,11,0.0346,0.0676
6.0,eb154,5.2,0.375,12,0.0305,0.0587
6.0,eb154,5.2,0.375,13,0.0295,0.0469
6.0,eb154,5.2,0.375,14,0.0213,0.0354
6.0,eb154,5.2,0.375,15,0.0098,0.0379
6.0,eb154,5.2,0.375,16,0.0012,0.0592
6.0,eb154,5.2,0.38,0,0.1904,0.508
6.0,eb154,5.2,0.38,1,0.1665,0.3492
6.0,eb154,5.2,0.38,2,0.1082,0.2548
6.0,eb154,5.2,0.38,3,0.0839,0.2057
6.0,eb154,5.2,0.38,4,0.0569,0.1744
6.0,eb154,5.2,0.38,5,0.0561,0.1534
6.0,eb154,5.2,0.38,6,0.0492,0.1355
6.0,eb154,5.2,0.38,7,0.0463,0.1192
6.0,eb154,5.2,0.38,8,0.041,0.104
6.0,eb154,5.2,0.38,9,0.0414,0.0909
6.0,eb154,5.2,0.38,10,0.0375,0.0806
6.0,eb154,5.2,0.38,11,0.0338,0.0659
6.0,eb154,5.2,0.38,12,0.0302,0.0574
6.0,eb154,5.2,0.38,13,0.0284,0.045
6.0,eb154,5.2,0.38,14,0.0204,0.0354
6.0,eb154,5.2,0.38,15,0.0086,0.0391
6.0,eb154,5.2,0.38,16,0.001,0.0604
6.0,eb154,5.2,0.385,0,0.2117,0.4967
6.0,eb154,5.2,0.385,1,0.1642,0.3332
6.0,eb154,5.2,0.385,2,0.1053,0.2436
6.0,eb154,5.2,0.385,3,0.0808,0.1979
6.0,eb154,5.2,0.385,4,0.0573,0.1686
6.0,eb154,5.2,0.385,5,0.053,0.1485
6.0,eb154,5.2,0.385,6,0.0486,0.1313
6.0,eb154,5.2,0.385,7,0.044,0.1155
6.0,eb154,5.2,0.385,8,0.0396,0.1014
6.0,eb154,5.2,0.385,9,0.0414,0.0896
6.0,eb154,5.2,0.385,10,0.036,0.0778
6.0,eb154,5.2,0.385,11,0.0335,0.064
6.0,eb154,5.2,0.385,12,0.0289,0.0559
6.0,eb154,5.2,0.385,13,0.0278,0.0445
6.0,eb154,5.2,0.385,14,0.0193,0.0348
6.0,eb154,5.2,0.385,15,0.0075,0.0389
6.0,eb154,5.2,0.385,16,0.0009,0.0655
6.0,eb154,5.2,0.39,0,0.2332,0.4858
6.0,eb154,5.2,0.39,1,0.1616,0.3174
6.0,eb154,5.2,0.39,2,0.1024,0.2332
6.0,eb154,5.2,0.39,3,0.0776,0.1903
6.0,eb154,5.2,0.39,4,0.0561,0.1629
6.0,eb154,5.2,0.39,5,0.0509,0.1442
6.0,eb154,5.2,0.39,6,0.0478,0.1279
6.0,eb154,5.2,0.39,7,0.0419,0.1116
6.0,eb154,5.2,0.39,8,0.0404,0.0996
6.0,eb154,5.2,0.39,9,0.0398,0.0874
6.0,eb154,5.2,0.39,10,0.035,0.0753
6.0,eb154,5.2,0.39,11,0.0327,0.0632
6.0,eb154,5.2,0.39,12,0.0286,0.0537
6.0,eb154,5.2,0.39,13,0.0264,0.0431
6.0,eb154,5.2,0.39,14,0.018,0.0348
6.0,eb154,5.2,0.39,15,0.0068,0.0391
6.0,eb154,5.2,0.39,16,0.0007,0.0701
6.0,eb154,5.2,0.395,0,0.2547,0.4752
6.0,eb154,5.2,0.395,1,0.1577,0.3025
6.0,eb154,5.2,0.395,2,0.0994,0.2239
6.0,eb154,5.2,0.395,3,0.0756,0.1837
6.0,eb154,5.2,0.395,4,0.0539,0.1574
6.0,eb154,5.2,0.395,5,0.0503,0.1404
6.0,eb154,5.2,0.395,6,0.0463,0.1241
6.0,eb154,5.2,0.395,7,0.0405,0.1085
6.0,eb154,5.2,0.395,8,0.0397,0.097
6.0,eb154,5.2,0.395,9,0.0389,0.0856
6.0,eb154,5.2,0.395,10,0.0344,0.0728
6.0,eb154,5.2,0.395,11,0.0312,0.0616
6.0,eb154,5.2,0.395,12,0.0283,0.0526
6.0,eb154,5.2,0.395,13,0.0254,0.0424
6.0,eb154,5.2,0.395,14,0.017,0.0341
6.0,eb154,5.2,0.395,15,0.0059,0.0401
6.0,eb154,5.2,0.395,16,0.0006,0.0728
6.0,eb154,5.2,0.4,0,0.2755,0.4654
6.0,eb154,5.2,0.4,1,0.155,0.2881
6.0,eb154,5.2,0.4,2,0.0956,0.215
6.0,eb154,5.2,0.4,3,0.0728,0.177
6.0,eb154,5.2,0.4,4,0.0537,0.1528
6.0,eb154,5.2,0.4,5,0.0479,0.136
6.0,eb154,5.2,0.4,6,0.0457,0.1205
6.0,eb154,5.2,0.4,7,0.0384,0.1063
6.0,eb154,5.2,0.4,8,0.0403,0.0941
6.0,eb154,5.2,0.4,9,0.0373,0.0843
6.0,eb154,5.2,0.4,10,0.0342,0.0704
6.0,eb154,5.2,0.4,11,0.03,0.0606
6.0,eb154,5.2,0.4,12,0.0277,0.0505
6.0,eb154,5.2,0.4,13,0.0243,0.0411
6.0,eb154,5.2,0.4,14,0.0158,0.0339
6.0,eb154,5.2,0.4,15,0.0052,0.0427
6.0,eb154,5.6,0.345,0,0.1019,0.5639
6.0,eb154,5.6,0.345,1,0.1789,0.4182
6.0,eb154,5.6,0.345,2,0.125,0.3036
6.0,eb154,5.6,0.345,3,0.1013,0.2339
6.0,eb154,5.6,0.345,4,0.0678,0.1931
6.0,eb154,5.6,0.345,5,0.0629,0.1656
6.0,eb154,5.6,0.345,6,0.0576,0.1439
6.0,eb154,5.6,0.345,7,0.0523,0.1243
6.0,eb154,5.6,0.345,8,0.0447,0.107
6.0,eb154,5.6,0.345,9,0.0451,0.0928
6.0,eb154,5.6,0.345,10,0.0407,0.0806
6.0,eb154,5.6,0.345,11,0.0362,0.065
6.0,eb154,5.6,0.345,12,0.031,0.0556
6.0,eb154,5.6,0.345,13,0.0291,0.0438
6.0,eb154,5.6,0.345,14,0.0187,0.0346
6.0,eb154,5.6,0.345,15,0.0059,0.0405
6.0,eb154,5.6,0.35,0,0.1235,0.5484
6.0,eb154,5.6,0.35,1,0.1815,0.3985
6.0,eb154,5.6,0.35,2,0.1234,0.2859
6.0,eb154,5.6,0.35,3,0.0962,0.2223
6.0,eb154,5.6,0.35,4,0.0657,0.1847
6.0,eb154,5.6,0.35,5,0.0613,0.1592
6.0,eb154,5.6,0.35,6,0.0549,0.1385
6.0,eb154,5.6,0.35,7,0.05,0.1203
6.0,eb154,5.6,0.35,8,0.044,0.104
6.0,eb154,5.6,0.35,9,0.0442,0.0903
6.0,eb154,5.6,0.35,10,0.039,0.0779
6.0,eb154,5.6,0.35,11,0.0353,0.0636
6.0,eb154,5.6,0.35,12,0.031,0.0531
6.0,eb154,5.6,0.35,13,0.0272,0.0424
6.0,eb154,5.6,0.35,14,0.0172,0.0337
6.0,eb154,5.6,0.35,15,0.0051,0.0435
6.0,eb154,5.6,0.355,0,0.1473,0.5329
6.0,eb154,5.6,0.355,1,0.182,0.3783
6.0,eb154,5.6,0.355,2,0.1205,0.2693
6.0,eb154,5.6,0.355,3,0.0917,0.2119
6.0,eb154,5.6,0.355,4,0.0624,0.1769
6.0,eb154,5.6,0.355,5,0.0602,0.1536
6.0,eb154,5.6,0.355,6,0.0528,0.1336
6.0,eb154,5.6,0.355,7,0.048,0.1168
6.0,eb154,5.6,0.355,8,0.0429,0.1007
6.0,eb154,5.6,0.355,9,0.0436,0.0884
6.0,eb154,5.6,0.355,10,0.0378,0.0744
6.0,eb154,5.6,0.355,11,0.0341,0.0624
6.0,eb154,5.6,0.355,12,0.03,0.0512
6.0,eb154,5.6,0.355,13,0.0261,0.041
6.0,eb154,5.6,0.355,14,0.0159,0.0345
6.0,eb154,5.6,0.355,15,0.0042,0.0459
6.0,eb154,5.6,0.36,0,0.1723,0.518
6.0,eb154,5.6,0.36,1,0.1796,0.3588
6.0,eb154,5.6,0.36,2,0.1165,0.2555
6.0,eb154,5.6,0.36,3,0.0887,0.2026
6.0,eb154,5.6,0.36,4,0.062,0.1698
6.0,eb154,5.6,0.36,5,0.0567,0.1478
6.0,eb154,5.6,0.36,6,0.0514,0.1295
6.0,eb154,5.6,0.36,7,0.0454,0.1117
6.0,eb154,5.6,0.36,8,0.0432,0.0986
6.0,eb154,5.6,0.36,9,0.0423,0.0858
6.0,eb154,5.6,0.36,10,0.0367,0.0719
6.0,eb154,5.6,0.36,11,0.0324,0.0609
6.0,eb154,5.6,0.36,12,0.0294,0.0497
6.0,eb154,5.6,0.36,13,0.025,0.0391
6.0,eb154,5.6,0.36,14,0.0146,0.0352
6.0,eb154,5.6,0.36,15,0.0034,0.0481
6.0,eb154,5.6,0.365,0,0.1971,0.5044
6.0,eb154,5.6,0.365,1,0.1769,0.3399
6.0,eb154,5.6,0.365,2,0.1132,0.2424
6.0,eb154,5.6,0.365,3,0.0846,0.1939
6.0,eb154,5.6,0.365,4,0.0605,0.1631
6.0,eb154,5.6,0.365,5,0.0545,0.1431
6.0,eb154,5.6,0.365,6,0.0506,0.1253
6.0,eb154,5.6,0.365,7,0.0431,0.1083
6.0,eb154,5.6,0.365,8,0.0432,0.0953
6.0,eb154,5.6,0.365,9,0.04,0.0839
6.0,eb154,5.6,0.365,10,0.0362,0.069
6.0,eb154,5.6,0.365,11,0.0314,0.0602
6.0,eb154,5.6,0.365,12,0.0288,0.048
6.0,eb154,5.6,0.365,13,0.0234,0.0376
6.0,eb154,5.6,0.365,14,0.0134,0.0356
6.0,eb154,5.6,0.365,15,0.0028,0.05
6.0,eb154,5.6,0.37,0,0.2199,0.4925
6.0,eb154,5.6,0.37,1,0.1754,0.3225
6.0,eb154,5.6,0.37,2,0.1092,0.2311
6.0,eb154,5.6,0.37,3,0.0823,0.1857
6.0,eb154,5.6,0.37,4,0.0577,0.1569
6.0,eb154,5.6,0.37,5,0.0536,0.1383
6.0,eb154,5.6,0.37,6,0.0487,0.1208
6.0,eb154,5.6,0.37,7,0.0417,0.1057
6.0,eb154,5.6,0.37,8,0.0429,0.0921
6.0,eb154,5.6,0.37,9,0.0386,0.0815
6.0,eb154,5.6,0.37,10,0.0346,0.0671
6.0,eb154,5.6,0.37,11,0.0301,0.0587
6.0,eb154,5.6,0.37,12,0.0285,0.0468
6.0,eb154,5.6,0.37,13,0.0225,0.0364
6.0,eb154,5.6,0.37,14,0.0119,0.0356
6.0,eb154,5.6,0.37,15,0.0024,0.0533
6.0,eb154,6.0,0.325,0,0.0639,0.5968
6.0,eb154,6.0,0.325,1,0.1808,0.4526
6.0,eb154,6.0,0.325,2,0.1399,0.3264
6.0,eb154,6.0,0.325,3,0.1113,0.2439
6.0,eb154,6.0,0.325,4,0.0736,0.1975
6.0,eb154,6.0,0.325,5,0.0682,0.1669
6.0,eb154,6.0,0.325,6,0.0616,0.1431
6.0,eb154,6.0,0.325,7,0.054,0.1225
6.0,eb154,6.0,0.325,8,0.0476,0.1045
6.0,eb154,6.0,0.325,9,0.0474,0.0898
6.0,eb154,6.0,0.325,10,0.0407,0.0754
6.0,eb154,6.0,0.325,11,0.0365,0.0621
6.0,eb154,6.0,0.325,12,0.0314,0.0504
6.0,eb154,6.0,0.325,13,0.026,0.0387
6.0,eb154,6.0,0.325,14,0.0142,0.0355
6.0,eb154,6.0,0.325,15,0.0027,0.0511
6.0,eb154,6.0,0.33,0,0.0859,0.5764
6.0,eb154,6.0,0.33,1,0.1887,0.4286
6.0,eb154,6.0,0.33,2,0.1346,0.305
6.0,eb154,6.0,0.33,3,0.1066,0.2303
6.0,eb154,6.0,0.33,4,0.0716,0.1881
6.0,eb154,6.0,0.33,5,0.0655,0.1594
6.0,eb154,6.0,0.33,6,0.0582,0.1373
