ladder,v_c,tau_ps,E0_eV,m,n,weight,mean_KE_eV
rq4graded,8.25,3.2,0.27,6000,13,0.029,0.0899
rq4graded,8.25,3.2,0.27,6000,14,0.0282,0.0861
rq4graded,8.25,3.2,0.27,6000,15,0.024,0.078
rq4graded,8.25,3.2,0.27,6000,16,0.0176,0.0664
rq4graded,8.25,3.2,0.27,6000,17,0.0162,0.0632
rq4graded,8.25,3.2,0.27,6000,18,0.01,0.0528
rq4graded,8.25,3.2,0.27,6000,19,0.0052,0.0408
rq4graded,8.25,3.2,0.27,6000,20,0.0023,0.0329
floor1,8.25,3.8,0.23,6000,0,0.0916,1.2364
floor1,8.25,3.8,0.23,6000,1,0.1693,0.9025
floor1,8.25,3.8,0.23,6000,2,0.092,0.6133
floor1,8.25,3.8,0.23,6000,3,0.0792,0.4474
floor1,8.25,3.8,0.23,6000,4,0.0642,0.3566
floor1,8.25,3.8,0.23,6000,5,0.0608,0.295
floor1,8.25,3.8,0.23,6000,6,0.0535,0.2543
floor1,8.25,3.8,0.23,6000,7,0.0515,0.2203
floor1,8.25,3.8,0.23,6000,8,0.0463,0.1871
floor1,8.25,3.8,0.23,6000,9,0.0473,0.1577
floor1,8.25,3.8,0.23,6000,10,0.0447,0.1352
floor1,8.25,3.8,0.23,6000,11,0.0423,0.1203
floor1,8.25,3.8,0.23,6000,12,0.0367,0.0967
floor1,8.25,3.8,0.23,6000,13,0.0318,0.0901
floor1,8.25,3.8,0.23,6000,14,0.0268,0.0808
floor1,8.25,3.8,0.23,6000,15,0.0208,0.0725
floor1,8.25,3.8,0.23,6000,16,0.0181,0.063
floor1,8.25,3.8,0.23,6000,17,0.0116,0.0554
floor1,8.25,3.8,0.23,6000,18,0.0066,0.0464
floor1,8.25,3.8,0.23,6000,19,0.004,0.0328
rq4graded,8.25,3.8,0.23,6000,1,0.2119,1.0939
rq4graded,8.25,3.8,0.23,6000,2,0.1378,0.6752
rq4graded,8.25,3.8,0.23,6000,3,0.0963,0.442
rq4graded,8.25,3.8,0.23,6000,4,0.0611,0.3436
rq4graded,8.25,3.8,0.23,6000,5,0.0591,0.2875
rq4graded,8.25,3.8,0.23,6000,6,0.0521,0.2481
rq4graded,8.25,3.8,0.23,6000,7,0.0501,0.2141
rq4graded,8.25,3.8,0.23,6000,8,0.0446,0.1861
rq4graded,8.25,3.8,0.23,6000,9,0.0472,0.1551
rq4graded,8.25,3.8,0.23,6000,10,0.0439,0.1333
rq4graded,8.25,3.8,0.23,6000,11,0.0414,0.1211
rq4graded,8.25,3.8,0.23,6000,12,0.0355,0.0961
rq4graded,8.25,3.8,0.23,6000,13,0.0313,0.0904
rq4graded,8.25,3.8,0.23,6000,14,0.0266,0.081
rq4graded,8.25,3.8,0.23,6000,15,0.0205,0.0722
rq4graded,8.25,3.8,0.23,6000,16,0.0175,0.0641
rq4graded,8.25,3.8,0.23,6000,17,0.0117,0.0553
rq4graded,8.25,3.8,0.23,6000,18,0.0065,0.0465
rq4graded,8.25,3.8,0.23,6000,19,0.004,0.0328
floor1,8.25,3.8,0.25,6000,0,0.2444,1.0243
floor1,8.25,3.8,0.25,6000,1,0.125,0.5976
floor1,8.25,3.8,0.25,6000,2,0.0735,0.4123
floor1,8.25,3.8,0.25,6000,3,0.0597,0.3343
floor1,8.25,3.8,0.25,6000,4,0.0561,0.2844
floor1,8.25,3.8,0.25,6000,5,0.0507,0.2437
floor1,8.25,3.8,0.25,6000,6,0.0478,0.2174
floor1,8.25,3.8,0.25,6000,7,0.0437,0.1847
floor1,8.25,3.8,0.25,6000,8,0.0422,0.1622
floor1,8.25,3.8,0.25,6000,9,0.044,0.1351
floor1,8.25,3.8,0.25,6000,10,0.039,0.1226
floor1,8.25,3.8,0.25,6000,11,0.0364,0.1056
floor1,8.25,3.8,0.25,6000,12,0.0322,0.0853
floor1,8.25,3.8,0.25,6000,13,0.0296,0.0829
floor1,8.25,3.8,0.25,6000,14,0.0239,0.0741
floor1,8.25,3.8,0.25,6000,15,0.0169,0.0645
floor1,8.25,3.8,0.25,6000,16,0.0158,0.0614
floor1,8.25,3.8,0.25,6000,17,0.01,0.049
floor1,8.25,3.8,0.25,6000,18,0.0054,0.0424
floor1,8.25,3.8,0.25,6000,19,0.0033,0.031
rq4graded,8.25,3.8,0.25,6000,0,0.1111,1.2046
rq4graded,8.25,3.8,0.25,6000,1,0.221,0.7964
rq4graded,8.25,3.8,0.25,6000,2,0.106,0.449
rq4graded,8.25,3.8,0.25,6000,3,0.0755,0.3327
rq4graded,8.25,3.8,0.25,6000,4,0.0544,0.2748
rq4graded,8.25,3.8,0.25,6000,5,0.0481,0.2412
rq4graded,8.25,3.8,0.25,6000,6,0.0471,0.2119
rq4graded,8.25,3.8,0.25,6000,7,0.0416,0.1841
rq4graded,8.25,3.8,0.25,6000,8,0.0431,0.158
rq4graded,8.25,3.8,0.25,6000,9,0.0414,0.1355
rq4graded,8.25,3.8,0.25,6000,10,0.0386,0.1217
rq4graded,8.25,3.8,0.25,6000,11,0.0376,0.1032
rq4graded,8.25,3.8,0.25,6000,12,0.031,0.0863
rq4graded,8.25,3.8,0.25,6000,13,0.0281,0.084
rq4graded,8.25,3.8,0.25,6000,14,0.0237,0.0744
rq4graded,8.25,3.8,0.25,6000,15,0.0169,0.0644
rq4graded,8.25,3.8,0.25,6000,16,0.0156,0.0616
rq4graded,8.25,3.8,0.25,6000,17,0.0099,0.0491
rq4graded,8.25,3.8,0.25,6000,18,0.0054,0.0424
rq4graded,8.25,3.8,0.25,6000,19,0.0033,0.031
floor1,8.25,3.8,0.27,6000,0,0.3541,0.893
floor1,8.25,3.8,0.27,6000,1,0.0994,0.4055
floor1,8.25,3.8,0.27,6000,2,0.0549,0.314
floor1,8.25,3.8,0.27,6000,3,0.052,0.2721
floor1,8.25,3.8,0.27,6000,4,0.0467,0.2378
floor1,8.25,3.8,0.27,6000,5,0.0456,0.2125
floor1,8.25,3.8,0.27,6000,6,0.0407,0.1836
floor1,8.25,3.8,0.27,6000,7,0.0398,0.1628
floor1,8.25,3.8,0.27,6000,8,0.0404,0.1395
floor1,8.25,3.8,0.27,6000,9,0.0377,0.1234
floor1,8.25,3.8,0.27,6000,10,0.0352,0.1102
floor1,8.25,3.8,0.27,6000,11,0.0323,0.0885
floor1,8.25,3.8,0.27,6000,12,0.0297,0.0837
floor1,8.25,3.8,0.27,6000,13,0.0245,0.0744
floor1,8.25,3.8,0.27,6000,14,0.0205,0.0665
floor1,8.25,3.8,0.27,6000,15,0.0171,0.0618
floor1,8.25,3.8,0.27,6000,16,0.0127,0.0545
floor1,8.25,3.8,0.27,6000,17,0.0091,0.0483
floor1,8.25,3.8,0.27,6000,18,0.0043,0.0378
floor1,8.25,3.8,0.27,6000,19,0.0028,0.0301
rq4graded,8.25,3.8,0.27,6000,0,0.2527,1.014
rq4graded,8.25,3.8,0.27,6000,1,0.1648,0.539
rq4graded,8.25,3.8,0.27,6000,2,0.0854,0.3403
rq4graded,8.25,3.8,0.27,6000,3,0.0669,0.2705
rq4graded,8.25,3.8,0.27,6000,4,0.0455,0.2306
rq4graded,8.25,3.8,0.27,6000,5,0.0429,0.2113
rq4graded,8.25,3.8,0.27,6000,6,0.0403,0.1794
rq4graded,8.25,3.8,0.27,6000,7,0.039,0.1618
rq4graded,8.25,3.8,0.27,6000,8,0.0404,0.136
rq4graded,8.25,3.8,0.27,6000,9,0.0361,0.1243
rq4graded,8.25,3.8,0.27,6000,10,0.035,0.1098
rq4graded,8.25,3.8,0.27,6000,11,0.0316,0.0873
rq4graded,8.25,3.8,0.27,6000,12,0.0292,0.0847
rq4graded,8.25,3.8,0.27,6000,13,0.0238,0.0742
rq4graded,8.25,3.8,0.27,6000,14,0.0203,0.0668
rq4graded,8.25,3.8,0.27,6000,15,0.0171,0.0614
rq4graded,8.25,3.8,0.27,6000,16,0.0124,0.0553
rq4graded,8.25,3.8,0.27,6000,17,0.009,0.0482
rq4graded,8.25,3.8,0.27,6000,18,0.0043,0.0378
rq4graded,8.25,3.8,0.27,6000,19,0.0028,0.0301
floor1,8.5,3.2,0.23,6000,0,0.0431,1.2743
floor1,8.5,3.2,0.23,6000,1,0.1372,0.994
floor1,8.5,3.2,0.23,6000,2,0.0924,0.707
floor1,8.5,3.2,0.23,6000,3,0.0737,0.5318
floor1,8.5,3.2,0.23,6000,4,0.0664,0.4182
floor1,8.5,3.2,0.23,6000,5,0.0626,0.3552
floor1,8.5,3.2,0.23,6000,6,0.0532,0.2993
floor1,8.5,3.2,0.23,6000,7,0.0536,0.2627
floor1,8.5,3.2,0.23,6000,8,0.0494,0.2299
floor1,8.5,3.2,0.23,6000,9,0.0488,0.2008
floor1,8.5,3.2,0.23,6000,10,0.0452,0.1755
floor1,8.5,3.2,0.23,6000,11,0.0478,0.1427
floor1,8.5,3.2,0.23,6000,12,0.0461,0.1282
floor1,8.5,3.2,0.23,6000,13,0.0431,0.1135
floor1,8.5,3.2,0.23,6000,14,0.0329,0.1003
floor1,8.5,3.2,0.23,6000,15,0.0313,0.0923
floor1,8.5,3.2,0.23,6000,16,0.0272,0.0819
floor1,8.5,3.2,0.23,6000,17,0.0187,0.0698
floor1,8.5,3.2,0.23,6000,18,0.0148,0.0662
floor1,8.5,3.2,0.23,6000,19,0.0088,0.0489
floor1,8.5,3.2,0.23,6000,20,0.0035,0.0414
rq4graded,8.5,3.2,0.23,6000,1,0.1375,1.1339
rq4graded,8.5,3.2,0.23,6000,2,0.1331,0.7637
rq4graded,8.5,3.2,0.23,6000,3,0.0912,0.5206
rq4graded,8.5,3.2,0.23,6000,4,0.0634,0.4019
rq4graded,8.5,3.2,0.23,6000,5,0.0577,0.3435
rq4graded,8.5,3.2,0.23,6000,6,0.0547,0.2925
rq4graded,8.5,3.2,0.23,6000,7,0.0516,0.2577
rq4graded,8.5,3.2,0.23,6000,8,0.0468,0.2292
rq4graded,8.5,3.2,0.23,6000,9,0.0482,0.1988
rq4graded,8.5,3.2,0.23,6000,10,0.045,0.1725
rq4graded,8.5,3.2,0.23,6000,11,0.0471,0.1438
rq4graded,8.5,3.2,0.23,6000,12,0.0447,0.1268
rq4graded,8.5,3.2,0.23,6000,13,0.0429,0.1132
rq4graded,8.5,3.2,0.23,6000,14,0.0323,0.1008
rq4graded,8.5,3.2,0.23,6000,15,0.0311,0.0931
rq4graded,8.5,3.2,0.23,6000,16,0.0268,0.0816
rq4graded,8.5,3.2,0.23,6000,17,0.0188,0.0697
rq4graded,8.5,3.2,0.23,6000,18,0.0145,0.0667
rq4graded,8.5,3.2,0.23,6000,19,0.0088,0.0489
rq4graded,8.5,3.2,0.23,6000,20,0.0035,0.0414
floor1,8.5,3.2,0.25,6000,0,0.1618,1.0664
floor1,8.5,3.2,0.25,6000,1,0.126,0.694
floor1,8.5,3.2,0.25,6000,2,0.0665,0.4937
floor1,8.5,3.2,0.25,6000,3,0.0636,0.3984
floor1,8.5,3.2,0.25,6000,4,0.0562,0.3403
floor1,8.5,3.2,0.25,6000,5,0.0512,0.294
floor1,8.5,3.2,0.25,6000,6,0.0507,0.2573
floor1,8.5,3.2,0.25,6000,7,0.0457,0.2296
floor1,8.5,3.2,0.25,6000,8,0.0451,0.2046
floor1,8.5,3.2,0.25,6000,9,0.0424,0.1786
floor1,8.5,3.2,0.25,6000,10,0.0451,0.1525
floor1,8.5,3.2,0.25,6000,11,0.0432,0.1317
floor1,8.5,3.2,0.25,6000,12,0.0407,0.1172
floor1,8.5,3.2,0.25,6000,13,0.0389,0.1017
floor1,8.5,3.2,0.25,6000,14,0.0299,0.0918
floor1,8.5,3.2,0.25,6000,15,0.0286,0.0862
floor1,8.5,3.2,0.25,6000,16,0.0227,0.0751
floor1,8.5,3.2,0.25,6000,17,0.0184,0.0701
floor1,8.5,3.2,0.25,6000,18,0.0125,0.0593
floor1,8.5,3.2,0.25,6000,19,0.0074,0.0458
floor1,8.5,3.2,0.25,6000,20,0.003,0.0369
rq4graded,8.5,3.2,0.25,6000,0,0.0587,1.2412
rq4graded,8.5,3.2,0.25,6000,1,0.1884,0.881
rq4graded,8.5,3.2,0.25,6000,2,0.1046,0.5388
rq4graded,8.5,3.2,0.25,6000,3,0.0794,0.393
rq4graded,8.5,3.2,0.25,6000,4,0.0528,0.3285
rq4graded,8.5,3.2,0.25,6000,5,0.0496,0.2869
rq4graded,8.5,3.2,0.25,6000,6,0.0495,0.253
rq4graded,8.5,3.2,0.25,6000,7,0.0446,0.2257
rq4graded,8.5,3.2,0.25,6000,8,0.0444,0.2012
rq4graded,8.5,3.2,0.25,6000,9,0.0409,0.1787
rq4graded,8.5,3.2,0.25,6000,10,0.0441,0.1502
rq4graded,8.5,3.2,0.25,6000,11,0.043,0.131
rq4graded,8.5,3.2,0.25,6000,12,0.0395,0.1178
rq4graded,8.5,3.2,0.25,6000,13,0.0386,0.1016
rq4graded,8.5,3.2,0.25,6000,14,0.0295,0.0918
rq4graded,8.5,3.2,0.25,6000,15,0.0286,0.0863
rq4graded,8.5,3.2,0.25,6000,16,0.0222,0.0747
rq4graded,8.5,3.2,0.25,6000,17,0.0184,0.0702
rq4graded,8.5,3.2,0.25,6000,18,0.0125,0.0593
rq4graded,8.5,3.2,0.25,6000,19,0.0074,0.0458
rq4graded,8.5,3.2,0.25,6000,20,0.003,0.0369
floor1,8.5,3.2,0.27,6000,0,0.268,0.9217
floor1,8.5,3.2,0.27,6000,1,0.0952,0.489
floor1,8.5,3.2,0.27,6000,2,0.0586,0.3824
floor1,8.5,3.2,0.27,6000,3,0.0525,0.3265
floor1,8.5,3.2,0.27,6000,4,0.0479,0.2852
floor1,8.5,3.2,0.27,6000,5,0.0479,0.2548
floor1,8.5,3.2,0.27,6000,6,0.0438,0.2271
floor1,8.5,3.2,0.27,6000,7,0.0415,0.2083
floor1,8.5,3.2,0.27,6000,8,0.0413,0.179
floor1,8.5,3.2,0.27,6000,9,0.04,0.1615
floor1,8.5,3.2,0.27,6000,10,0.0415,0.1345
floor1,8.5,3.2,0.27,6000,11,0.0396,0.1203
floor1,8.5,3.2,0.27,6000,12,0.0378,0.1108
floor1,8.5,3.2,0.27,6000,13,0.0322,0.0889
floor1,8.5,3.2,0.27,6000,14,0.0306,0.0892
floor1,8.5,3.2,0.27,6000,15,0.0247,0.0801
floor1,8.5,3.2,0.27,6000,16,0.02,0.0711
floor1,8.5,3.2,0.27,6000,17,0.0167,0.0631
floor1,8.5,3.2,0.27,6000,18,0.0116,0.0559
floor1,8.5,3.2,0.27,6000,19,0.006,0.0441
floor1,8.5,3.2,0.27,6000,20,0.0027,0.0341
rq4graded,8.5,3.2,0.27,6000,0,0.1692,1.0556
rq4graded,8.5,3.2,0.27,6000,1,0.1631,0.6349
rq4graded,8.5,3.2,0.27,6000,2,0.0858,0.4041
rq4graded,8.5,3.2,0.27,6000,3,0.0664,0.3252
rq4graded,8.5,3.2,0.27,6000,4,0.0459,0.2793
rq4graded,8.5,3.2,0.27,6000,5,0.0471,0.2488
rq4graded,8.5,3.2,0.27,6000,6,0.0413,0.2254
rq4graded,8.5,3.2,0.27,6000,7,0.0423,0.2033
rq4graded,8.5,3.2,0.27,6000,8,0.0392,0.1776
rq4graded,8.5,3.2,0.27,6000,9,0.0393,0.1596
rq4graded,8.5,3.2,0.27,6000,10,0.0414,0.1329
rq4graded,8.5,3.2,0.27,6000,11,0.0388,0.1216
rq4graded,8.5,3.2,0.27,6000,12,0.0372,0.1091
rq4graded,8.5,3.2,0.27,6000,13,0.0318,0.0898
rq4graded,8.5,3.2,0.27,6000,14,0.0303,0.0888
rq4graded,8.5,3.2,0.27,6000,15,0.0242,0.0812
rq4graded,8.5,3.2,0.27,6000,16,0.0198,0.0711
rq4graded,8.5,3.2,0.27,6000,17,0.0168,0.063
rq4graded,8.5,3.2,0.27,6000,18,0.0116,0.0559
rq4graded,8.5,3.2,0.27,6000,19,0.0059,0.0442
rq4graded,8.5,3.2,0.27,6000,20,0.0027,0.0341
floor1,8.5,3.8,0.23,6000,0,0.0881,1.1866
floor1,8.5,3.8,0.23,6000,1,0.1604,0.837
floor1,8.5,3.8,0.23,6000,2,0.0901,0.5493
floor1,8.5,3.8,0.23,6000,3,0.0734,0.4133
floor1,8.5,3.8,0.23,6000,4,0.0665,0.3428
floor1,8.5,3.8,0.23,6000,5,0.0599,0.2865
floor1,8.5,3.8,0.23,6000,6,0.0555,0.2477
floor1,8.5,3.8,0.23,6000,7,0.0508,0.218
floor1,8.5,3.8,0.23,6000,8,0.0503,0.1877
floor1,8.5,3.8,0.23,6000,9,0.046,0.1604
floor1,8.5,3.8,0.23,6000,10,0.0469,0.134
floor1,8.5,3.8,0.23,6000,11,0.0425,0.1193
floor1,8.5,3.8,0.23,6000,12,0.0421,0.1036
floor1,8.5,3.8,0.23,6000,13,0.0302,0.0899
floor1,8.5,3.8,0.23,6000,14,0.0291,0.0851
floor1,8.5,3.8,0.23,6000,15,0.023,0.0743
floor1,8.5,3.8,0.23,6000,16,0.0189,0.0651
floor1,8.5,3.8,0.23,6000,17,0.0126,0.058
floor1,8.5,3.8,0.23,6000,18,0.0084,0.0475
floor1,8.5,3.8,0.23,6000,19,0.0042,0.0373
rq4graded,8.5,3.8,0.23,6000,1,0.2002,1.0395
rq4graded,8.5,3.8,0.23,6000,2,0.1351,0.6113
rq4graded,8.5,3.8,0.23,6000,3,0.0927,0.4078
rq4graded,8.5,3.8,0.23,6000,4,0.0618,0.3282
rq4graded,8.5,3.8,0.23,6000,5,0.0581,0.2781
rq4graded,8.5,3.8,0.23,6000,6,0.0522,0.2435
rq4graded,8.5,3.8,0.23,6000,7,0.0514,0.215
rq4graded,8.5,3.8,0.23,6000,8,0.0471,0.1871
rq4graded,8.5,3.8,0.23,6000,9,0.0472,0.1559
rq4graded,8.5,3.8,0.23,6000,10,0.0456,0.1338
rq4graded,8.5,3.8,0.23,6000,11,0.0414,0.1189
rq4graded,8.5,3.8,0.23,6000,12,0.0412,0.1039
rq4graded,8.5,3.8,0.23,6000,13,0.0302,0.0898
rq4graded,8.5,3.8,0.23,6000,14,0.0286,0.0848
rq4graded,8.5,3.8,0.23,6000,15,0.0224,0.0751
rq4graded,8.5,3.8,0.23,6000,16,0.0191,0.0651
rq4graded,8.5,3.8,0.23,6000,17,0.0124,0.0579
rq4graded,8.5,3.8,0.23,6000,18,0.0083,0.0477
rq4graded,8.5,3.8,0.23,6000,19,0.0042,0.0373
floor1,8.5,3.8,0.25,6000,0,0.2325,0.9683
floor1,8.5,3.8,0.25,6000,1,0.1211,0.5368
floor1,8.5,3.8,0.25,6000,2,0.0708,0.3862
floor1,8.5,3.8,0.25,6000,3,0.061,0.3209
floor1,8.5,3.8,0.25,6000,4,0.0549,0.2743
floor1,8.5,3.8,0.25,6000,5,0.0513,0.2399
floor1,8.5,3.8,0.25,6000,6,0.0487,0.2129
floor1,8.5,3.8,0.25,6000,7,0.0467,0.1866
floor1,8.5,3.8,0.25,6000,8,0.0413,0.1613
floor1,8.5,3.8,0.25,6000,9,0.0435,0.1365
floor1,8.5,3.8,0.25,6000,10,0.0423,0.1241
floor1,8.5,3.8,0.25,6000,11,0.0392,0.1093
floor1,8.5,3.8,0.25,6000,12,0.0334,0.087
floor1,8.5,3.8,0.25,6000,13,0.0304,0.0867
floor1,8.5,3.8,0.25,6000,14,0.0262,0.0752
floor1,8.5,3.8,0.25,6000,15,0.0181,0.0679
floor1,8.5,3.8,0.25,6000,16,0.017,0.0611
floor1,8.5,3.8,0.25,6000,17,0.0109,0.0544
floor1,8.5,3.8,0.25,6000,18,0.0064,0.0447
floor1,8.5,3.8,0.25,6000,19,0.0037,0.034
rq4graded,8.5,3.8,0.25,6000,0,0.1068,1.1534
rq4graded,8.5,3.8,0.25,6000,1,0.2101,0.7295
rq4graded,8.5,3.8,0.25,6000,2,0.1023,0.415
rq4graded,8.5,3.8,0.25,6000,3,0.0761,0.32
rq4graded,8.5,3.8,0.25,6000,4,0.0548,0.268
rq4graded,8.5,3.8,0.25,6000,5,0.049,0.2352
rq4graded,8.5,3.8,0.25,6000,6,0.0471,0.2104
rq4graded,8.5,3.8,0.25,6000,7,0.0458,0.1822
rq4graded,8.5,3.8,0.25,6000,8,0.0412,0.1595
rq4graded,8.5,3.8,0.25,6000,9,0.0433,0.1353
rq4graded,8.5,3.8,0.25,6000,10,0.0409,0.1217
rq4graded,8.5,3.8,0.25,6000,11,0.0386,0.1089
rq4graded,8.5,3.8,0.25,6000,12,0.0321,0.087
rq4graded,8.5,3.8,0.25,6000,13,0.0292,0.0879
rq4graded,8.5,3.8,0.25,6000,14,0.0262,0.0751
rq4graded,8.5,3.8,0.25,6000,15,0.0185,0.0671
rq4graded,8.5,3.8,0.25,6000,16,0.0163,0.0618
rq4graded,8.5,3.8,0.25,6000,17,0.0108,0.0544
rq4graded,8.5,3.8,0.25,6000,18,0.0064,0.0447
rq4graded,8.5,3.8,0.25,6000,19,0.0037,0.034
floor1,8.5,3.8,0.27,6000,0,0.3377,0.8349
floor1,8.5,3.8,0.27,6000,1,0.0953,0.38
floor1,8.5,3.8,0.27,6000,2,0.0554,0.3051
floor1,8.5,3.8,0.27,6000,3,0.053,0.2652
floor1,8.5,3.8,0.27,6000,4,0.0486,0.2331
floor1,8.5,3.8,0.27,6000,5,0.0457,0.2081
floor1,8.5,3.8,0.27,6000,6,0.0425,0.1866
floor1,8.5,3.8,0.27,6000,7,0.0403,0.161
floor1,8.5,3.8,0.27,6000,8,0.0384,0.1421
floor1,8.5,3.8,0.27,6000,9,0.0421,0.1244
floor1,8.5,3.8,0.27,6000,10,0.0376,0.1126
floor1,8.5,3.8,0.27,6000,11,0.033,0.0939
floor1,8.5,3.8,0.27,6000,12,0.0302,0.0819
floor1,8.5,3.8,0.27,6000,13,0.0276,0.0784
floor1,8.5,3.8,0.27,6000,14,0.0232,0.0689
floor1,8.5,3.8,0.27,6000,15,0.0164,0.0633
floor1,8.5,3.8,0.27,6000,16,0.0146,0.0606
floor1,8.5,3.8,0.27,6000,17,0.0095,0.0486
floor1,8.5,3.8,0.27,6000,18,0.0053,0.0401
floor1,8.5,3.8,0.27,6000,19,0.0031,0.0323
rq4graded,8.5,3.8,0.27,6000,0,0.241,0.957
rq4graded,8.5,3.8,0.27,6000,1,0.1571,0.4891
rq4graded,8.5,3.8,0.27,6000,2,0.0878,0.3257
rq4graded,8.5,3.8,0.27,6000,3,0.0657,0.2625
rq4graded,8.5,3.8,0.27,6000,4,0.0458,0.2279
rq4graded,8.5,3.8,0.27,6000,5,0.0443,0.2047
rq4graded,8.5,3.8,0.27,6000,6,0.0429,0.1821
rq4graded,8.5,3.8,0.27,6000,7,0.0373,0.1622
rq4graded,8.5,3.8,0.27,6000,8,0.0379,0.1393
rq4graded,8.5,3.8,0.27,6000,9,0.042,0.1246
rq4graded,8.5,3.8,0.27,6000,10,0.0368,0.1127
rq4graded,8.5,3.8,0.27,6000,11,0.0328,0.0922
rq4graded,8.5,3.8,0.27,6000,12,0.0305,0.0809
rq4graded,8.5,3.8,0.27,6000,13,0.0267,0.0797
rq4graded,8.5,3.8,0.27,6000,14,0.0225,0.0698
rq4graded,8.5,3.8,0.27,6000,15,0.0161,0.0633
rq4graded,8.5,3.8,0.27,6000,16,0.0146,0.0605
rq4graded,8.5,3.8,0.27,6000,17,0.0095,0.0486
rq4graded,8.5,3.8,0.27,6000,18,0.0053,0.0399
rq4graded,8.5,3.8,0.27,6000,19,0.003,0.0325
